"url","title","source"
"https://sac.impuestos.gob.bo/formularios/pdf/VIRTUAL/F-110.pdf","REMISIÃ“N DE INFORMACIÃ“N","map_sac_formularios_pdf.json"
"https://sac.impuestos.gob.bo/formularios/pdf/VIRTUAL/F-430.pdf","REMISIÃ“N DE INFORMACIÃ“N","map_sac_formularios_pdf.json"
"https://sac.impuestos.gob.bo/formularios/pdf/VIRTUAL/PROF%20INDEP.pdf","REMISIÃ“N DE INFORMACIÃ“N","map_sac_formularios_pdf.json"
"https://sac.impuestos.gob.bo/formularios/pdf/VIRTUAL/RETENCIONES.pdf","REMISIÃ“N DE INFORMACIÃ“N","map_sac_formularios_pdf.json"
"https://siatupdate.impuestos.gob.bo:39305/manuales/ManualUsuarioMemoriaAnual.pdf","Manual de Usuario - SIAT - Impuestos Nacionales","search_sin_pdf_general.json"
"https://www.impuestos.gob.bo/wp-content/uploads/2025/09/COMUNICACION.pdf","NUESTROS SERVICIOS","search_sin_bolivia_web.json"
"https://www.impuestos.gob.bo/wp-content/uploads/2025/09/cpe.pdf","constituciÃ³n - polÃ­tica del estado de plurinacional de bolivia","map_impuestos_gob_bo.json"
"https://www.impuestos.gob.bo/wp-content/uploads/2025/09/D.S.-21530-de-27-02-1987-Reglamento-al-Valor-Agregado-IVA-1.pdf","DECRETO SUPREMO NÂ° 21530","map_impuestos_gob_bo.json"
"https://www.impuestos.gob.bo/wp-content/uploads/2025/09/D.S.-21531-de-27-02-1987-Regimen-Complementario-al-Impuesto-al-Valor-Agregado-RC-IVA-1.pdf","decreto supremo nÂº 21531","map_impuestos_gob_bo.json"
"https://www.impuestos.gob.bo/wp-content/uploads/2025/09/D.S.-21532-de-27-02-1987-Reglamento-al-Impuesto-a-las-Transacciones-IT-1.pdf","DECRETO SUPREMO NÂ° 21532","map_impuestos_gob_bo.json"
"https://www.impuestos.gob.bo/wp-content/uploads/2025/09/D.S.-24051-de-29-06-1995-Reglamento-del-Impuesto-sobre-las-Utilidades-de-las-Empresas-IUE-1.pdf","DECRETO SUPREMO NÂº 24051","map_impuestos_gob_bo.json"
"https://www.impuestos.gob.bo/wp-content/uploads/2025/09/ds27310.pdf","DECRETO SUPREMO No. 27310 - VUCE","map_impuestos_gob_bo.json"
"https://www.impuestos.gob.bo/wp-content/uploads/2025/09/DS-4850.pdf","Decreto Supremo NÂ° 4850","map_impuestos_gob_bo.json"
"https://www.impuestos.gob.bo/wp-content/uploads/2025/09/ley1178.pdf","LEY DE ADMINISTRACION Y CONTROL ...","map_impuestos_gob_bo.json"
"https://www.impuestos.gob.bo/wp-content/uploads/2025/09/LEY-1448.pdf","LEY NÂ° 1448","map_impuestos_gob_bo.json"
"https://www.impuestos.gob.bo/wp-content/uploads/2025/09/ley2027.pdf","LEY NÂ° 2027","map_impuestos_gob_bo.json"
"https://www.impuestos.gob.bo/wp-content/uploads/2025/09/ley2341.pdf","Ley del Procedimiento Administrativo","map_impuestos_gob_bo.json"
"https://www.impuestos.gob.bo/wp-content/uploads/2025/09/RND-10-0021-16.pdf","RND 10 - 0021 â€“ 16 SISTEMA DE FACTURACIÃ“N VIRTUAL","map_impuestos_gob_bo.json"
"https://www.impuestos.gob.bo/wp-content/uploads/2025/10/2.-LEY-N%C2%B0-2492-09-25.pdf","2.-LEY-NÂ°-2492-09-25.pdf","search_sin_pdf_general.json"
"https://www.impuestos.gob.bo/wp-content/uploads/2025/10/200v5.pdf","200 IVA","map_impuestos_gob_bo.json"
"https://www.impuestos.gob.bo/wp-content/uploads/2025/10/200v5-extendido.pdf","Formulario-200-v5.pdf","map_impuestos_gob_bo.json"
"https://www.impuestos.gob.bo/wp-content/uploads/2025/10/4.-Tomo-II-SISTEMA-DE-FACTURACION-09-25.pdf","TOMO II SISTEMA DE FACTURACIÃ“N","search_sin_bolivia_normas.json"
"https://www.impuestos.gob.bo/wp-content/uploads/2025/10/8580c1ef52.pdf","cuadro general de","search_sin_bolivia_web.json"
"https://www.impuestos.gob.bo/wp-content/uploads/2025/10/anexo.pdf","FORMULARIO 604","map_impuestos_gob_bo.json"
